 334 W. ARJONA      144. 100.    2.50   1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 108 XAVANTES        54. 100.    0.22   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  48 ARAUCARIA      484. 100.    3.15  10.45   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  37 ARGENTINA 1      0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  71 ARGENTINA 1B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  38 ARGENTINA 2A     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  39 ARGENTINA 2B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  40 ARGENTINA 2C     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  59 ARGENTINA 2D     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 237 CAMBARA          0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 156 CANDIOTA 3     350. 100.   28.91  20.73   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 210.00 210.00  30.66 210.00 192.50  
  64 CANOAS         249. 100.    2.61  11.95   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 169 CISFRAMA         4.  90.    3.50   6.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  28 FIGUEIRA        20. 100.   28.77  36.92   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  12.13  
  26 J.LACERDA A1   100. 100.   24.20  26.52   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  57.00  57.00  57.00  57.00  12.92  
  27 J.LACERDA A2   132. 100.   10.72  19.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  66.00  66.00  66.00  66.00  44.00  
  25 J.LACERDA B    262. 100.    7.27  20.96   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 220.00 220.00 220.00 220.00 146.58  
  24 J.LACERDA C    363. 100.    8.93  20.66   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 289.00 289.00 289.00 289.00 201.71  
 107 PAMPA SUL      345. 100.   10.73   5.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 155.50 170.00 170.00 170.00  
 149 SAO SEPE         8.  90.   12.22   3.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  35 URUGUAIANA     640. 100.    0.31  56.04   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 109 ALTOS           13. 100.   91.77  20.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 111 ARACATI         11. 100.   93.15  24.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 112 BAHIA I         31.  98.   13.97   3.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 113 BATURITE        11. 100.   91.03  24.71   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 235 CAMACARI MII     0. 100.    3.00   1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 166 CAMACARI PI    150. 100.   41.55   2.28   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  52 CAMPINA GDE    169. 100.   44.58  23.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 117 CAMPO MAIOR     13. 100.   91.91  25.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 119 CAUCAIA         15. 100.   92.46  26.61   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 121 CRATO           13. 100.   91.15  23.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 125 ENGUIA PECEM    15. 100.   89.35  19.52   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 106 ERB CANDEIAS    17. 100.    3.00   5.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  42 FORTALEZA      327. 100.    1.86   3.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 223.00  
  53 GLOBAL I       149. 100.   15.95   4.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  55 GLOBAL II      149. 100.   17.59   3.54   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 127 IGUATU          15. 100.   89.93  24.69   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 133 JUAZEIRO N      15. 100.   87.83  24.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  57 MARACANAU I    168. 100.   45.71  14.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 135 MARAMBAIA       13. 100.   91.52  24.95   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 164 MURICY         147. 100.   18.57   5.29   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 138 NAZARIA         13. 100.   91.32  23.43   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 167 P. PECEM I     720. 100.    4.85   7.62   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 163 P. PECEM II    365. 100.    2.47   6.93   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 224 P. SERGIPE I  1516. 100.    3.16   2.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 160 PAU FERRO I     94. 100.    2.60   7.49   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 162 PECEM II         0. 100.    3.00   1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  98 PERNAMBU_III   201. 100.   75.05  14.14   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 144 PETROLINA      136. 100.    5.31  20.77   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 151 POTIGUAR        53. 100.    5.85  18.16   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 161 POTIGUAR III    66. 100.    3.35  21.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 223 PROSPERI III     0. 100.    0.50   4.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 241 PROSPERID II     0. 100.    2.00   4.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 147 PROSPERIDADE    28. 100.    3.86   3.34   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 170 SUAPE II       381. 100.    9.23  10.74   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 221 SYKUE I         30. 100.    1.50   3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  43 TERMOBAHIA     186.  86.    5.44  11.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 152 TERMOCABO       50. 100.    4.89  12.04   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  58 TERMOCEARA     223. 100.   28.83  15.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 159 TERMOMANAUS    143. 100.   10.79   9.23   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  67 TERMONE        171.  95.    2.22   0.98   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  69 TERMOPB        171.  95.    1.81   0.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  96 TERMOPE        533. 100.    2.67   7.88   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 348.80 348.80 348.80 348.80 345.68  
  83 VALE DO ACU    368.  84.    2.57  20.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 201 APARECIDA      166. 100.   15.42  17.49   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  75.00  75.00  75.00  75.00  81.03  
 203 C. ROCHA        85. 100.    1.00  20.72   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  65.00  65.00  65.00  65.00  57.23  
  73 GERAMAR I      166.  96.    0.48   3.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  70 GERAMAR II     166.  96.    0.83   0.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 204 JARAQUI         75.  87.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  63.00  63.00  63.00  63.00  62.99  
 205 MANAUARA        67. 100.    2.50   0.39   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  64.50  64.50  65.00  65.00  64.50  
 436 MARAN IV L22     1. 100.    2.23   5.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 437 MARAN IV L7    336. 100.    2.23   5.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 421 MARAN V L22      1. 100.    1.84   5.78   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 422 MARAN V L7     337. 100.    1.84   5.78   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 212 MARANHAO III   519. 100.    3.05   2.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 482.05 482.05 482.05   0.00 241.19  
  36 MARANHAO IV    338. 100.    2.23   5.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  21 MARANHAO V     338. 100.    1.84   5.78   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 140 MAUA 3         591.  97.    7.04   7.75   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 264.00 267.92 276.15 267.06 411.16  
 446 N.VEN 2 L22     27. 100.    2.51   4.70   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 447 N.VEN 2 L7     151. 100.    2.51   4.70   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
  46 N.VENECIA 2    178. 100.    2.51   4.70   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  10.11  
 240 NT BARCARENA     0. 100.    1.10   2.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 228 O. CANOAS 1      0.  90.    2.00   6.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 116 PARNAIBA IV     56. 100.    5.33  21.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 239 PARNAIBA V       0.  95.    3.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 207 PONTA NEGRA     66. 100.    2.50   0.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  64.00  64.00  64.00  64.00  64.00  
 176 PORTO ITAQUI   360. 100.    7.32   1.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
 209 TAMBAQUI        93.  71.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  62.48  63.00  63.00  63.00  63.00  
