NUM NOME          POT  FCMX    TEIF   IP    <-------------------- GTMIN PARA O PRIMEIRO ANO DE ESTUDO ------------------------|D+ ANOS
 XXX XXXXXXXXXXXX  XXXX. XXX.  XXX.XX XXX.XX JAN.XX FEV.XX MAR.XX ABR.XX MAI.XX JUN.XX JUL.XX AGO.XX SET.XX OUT.XX NOV.XX DEZ.XX XXX.XX
  62 SEROPEDICA     360. 100.   15.42   5.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
   4 ST.CRUZ 34     436.  92.   24.25  18.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  86 ST.CRUZ NOVA   500. 100.    6.22   7.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 146 STA VITORIA     41.  93.    3.93  13.64   0.00   0.00   0.00   0.00   0.00   0.00   0.00 040.00 040.00 013.00 013.00 013.00 012.46
 194 T. NORTE 2     349.  94.    0.24   1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  90 TERMOMACAE     929. 100.    8.49   7.83   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  47 TERMORIO       989. 100.   16.26   5.44   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 100.50 100.50 100.50 000.00
  68 TRES LAGOAS    350. 100.   13.86   6.48   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  49 VIANA          175. 100.    0.95   0.48   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 253 VIANA 1         37. 100.    2.44   1.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00 036.00 036.00 035.99 035.99 035.38 000.00
 334 W. ARJONA      177. 100.    5.23   8.76   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 108 XAVANTES        54. 100.    0.31   0.35   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  48 ARAUCARIA      484. 100.    3.11  18.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  37 ARGENTINA 1      0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  71 ARGENTINA 1B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  38 ARGENTINA 2A     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  39 ARGENTINA 2B     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  40 ARGENTINA 2C     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  59 ARGENTINA 2D     0. 100.    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 254 B. BONITA I     10. 100.    7.17   3.93   0.00   0.00   0.00   0.00   0.00   0.00   0.00 003.70 003.70 003.70 003.70 003.70 000.00
 156 CANDIOTA 3     350. 100.   19.15  17.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00 320.00 300.67 210.00 210.00 210.00 204.10
  64 CANOAS         249. 100.    4.47  16.69   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 169 CISFRAMA         4.  90.   29.32   7.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00 002.00 002.00 001.70 001.70 001.70 001.70
  28 FIGUEIRA        20. 100.    4.37   6.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00 017.48 018.00 016.86 016.86 016.86 016.16
  26 J.LACERDA A1   100. 100.   14.82  26.59   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 068.13 068.13 068.13 000.00
  27 J.LACERDA A2   132. 100.   11.00  19.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00 004.05 000.00 097.88 097.88 097.88 000.00
  25 J.LACERDA B    262. 100.    9.34  15.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00 008.12 000.00 099.71 142.93 199.44 000.00
  24 J.LACERDA C    363. 100.    7.09  15.41   0.00   0.00   0.00   0.00   0.00   0.00   0.00 012.17 000.00 306.59 306.59 306.59 000.00
 107 PAMPA SUL      345. 100.   25.27  11.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00 038.71 000.00 257.82 257.82 257.82 170.00
 149 SAO SEPE         8.  90.   13.10   2.44   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.65 000.00 000.00 000.00 000.00 000.00
 258 TROMBUDO         0. 100.    3.00   6.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  35 URUGUAIANA     640. 100.    0.14  56.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 164 APOENA         147. 100.   17.33   4.87   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  52 CAMPINA GDE    169. 100.   42.36  10.12   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 112 CURUMIM         31.  98.   20.53   2.14   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 106 ERB CANDEIAS    17. 100.   15.36  11.23   0.00   0.00   0.00   0.00   0.00   0.00   0.00 003.35 003.50 004.00 004.00 004.00 003.92
  42 FORTALEZA      327. 100.    2.17   0.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 223.00
  53 GLOBAL I       149. 100.   10.62   1.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  55 GLOBAL II      149. 100.   13.83   1.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 166 GUARANI        150. 100.   38.41   1.56   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  57 MARACANAU I    168. 100.   33.92  14.24   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 167 P. PECEM I     720. 100.    3.60   6.91   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 163 P. PECEM II    365. 100.    1.43   5.30   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 224 P. SERGIPE I  1593. 100.   12.92   2.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 160 PAU FERRO I     94. 100.   10.82   9.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  98 PERNAMBU_III   201. 100.   51.34  17.57   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 144 PETROLINA      136. 100.    4.93   3.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 259 PORTOCEM I       0. 100.    1.50   2.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 151 POTIGUAR        53. 100.    3.90  14.83   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 161 POTIGUAR III    66. 100.    3.89  20.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 223 PROSPERI III    56. 100.    0.50   4.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 241 PROSPERID II    37. 100.    2.00   4.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 147 PROSPERIDADE    28. 100.    3.67   1.81   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 170 SUAPE II       381. 100.    7.77  10.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 221 SYKUE I         30. 100.    1.50   3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  43 TERMOBAHIA     186.  86.    2.56   9.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 152 TERMOCABO       50. 100.    1.12   6.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  58 TERMOCEARA     223. 100.   22.90   6.71   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 159 TERMOMANAUS    143. 100.   13.00  11.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  67 TERMONE        171.  95.    1.98   0.78   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  69 TERMOPB        171.  95.    2.69   0.86   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  96 TERMOPE        533. 100.    2.02   4.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00 303.71 348.70 348.70 261.00 348.70 000.00
  83 VALE DO ACU    368.  84.    6.01  18.93   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 201 APARECIDA      166. 100.   14.18  11.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00 075.00 075.00 075.00 075.00 075.00 075.00
 260 AZULAO           0. 100.    3.00   3.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 262 AZULAO II        0. 100.    3.00   3.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 263 AZULAO IV        0. 100.    3.00   3.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 322 BBF BALIZA       0.  94.    1.17   5.63   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 323 BONFIM           0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 203 C. ROCHA        85. 100.    1.00  20.72   0.00   0.00   0.00   0.00   0.00   0.00   0.00 064.99 064.99 067.00 067.00 067.00 000.00
 324 CANTA            0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  73 GERAMAR I      166.  96.    0.30   0.48   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
  70 GERAMAR II     166.  96.    0.44   0.44   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 325 HF S JOAQUIM     0. 100.    1.50   4.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 326 JAGUATIRI II     0. 100.    2.50   1.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 204 JARAQUI         75.  87.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 062.99 062.99 062.99 062.99 062.99 000.00
 327 M.CRISTO SUC     0.  96.    2.00   1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 205 MANAUARA        73. 100.    2.50   0.39   0.00   0.00   0.00   0.00   0.00   0.00   0.00 064.61 063.99 064.87 064.87 064.87 064.87
 264 MANAUS I         0. 100.    2.50   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 212 MARANHAO III   519. 100.    4.10   2.75   0.00   0.00   0.00   0.00   0.00   0.00   0.00 490.00 490.00 483.00 483.00 000.00 000.00
  36 MARANHAO IV    338. 100.    1.49   1.37   0.00   0.00   0.00   0.00   0.00   0.00   0.00 009.87 000.00 000.00 000.00 000.00 000.00
  21 MARANHAO V     338. 100.    1.37   1.63   0.00   0.00   0.00   0.00   0.00   0.00   0.00 009.87 000.00 000.00 000.00 000.00 000.00
 140 MAUA 3         591.  97.    9.29   9.40   0.00   0.00   0.00   0.00   0.00   0.00   0.00 264.00 264.00 264.00 264.00 264.00 264.00
  46 N.VENECIA 2    178. 100.    0.99   1.24   0.00   0.00   0.00   0.00   0.00   0.00   0.00 004.03 000.00 000.00 000.00 000.00 000.00
 240 NT BARCARENA     0. 100.    1.10   2.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 228 O. CANOAS 1      0.  90.    2.00   6.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 328 PALMAPLAN 2      0. 100.    0.91   1.36   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 116 PARNAIBA IV     56. 100.    5.57   2.16   0.00   0.00   0.00   0.00   0.00   0.00   0.00 001.84 000.00 000.00 000.00 000.00 000.00
 239 PARNAIBA V     386.  95.    2.95   1.95   0.00   0.00   0.00   0.00   0.00   0.00   0.00 011.86 000.00 000.00 000.00 000.00 000.00
 329 PAU RAINHA       0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 207 PONTA NEGRA     73. 100.    2.50   0.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00 063.99 063.99 064.00 064.00 064.00 064.00
 176 PORTO ITAQUI   360. 100.    2.70   5.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 330 SANTA LUZ        0. 100.    2.00   2.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 000.00 000.00 000.00 000.00 000.00 000.00
 209 TAMBAQUI        93.  71.    4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00 062.99 062.99 062.99 062.99 062.99 000.00
